"ID";"CODE_COMMUNE";"COMMUNE_AR";"COMMUNE_FR"
1598;"34510103";المنزل;El Menzel
1599;"71910619";مزم صنهاجة;M'Zem Sanhaja
1600;"53110305";بن زرنتل;Bni Zrantel
1641;"115370303";الدورة;Daoura
1642;"32310103";المشور-فاس الجديد;Méchouar Fès Jdid
1643;"64610717";أولاد افريحة;Oulad Freiha
1644;"85770507";ايت سدرات الجبل السفلى;Ait Sedrate JbelEL Soufla
1645;"71610501";افلا إيسن;Afalla Issen
1646;"70410517";سيدي بدهاج;Sidi Badhaj
1647;"15710307";بني حرشن;Bni Harchen
1648;"42910105";تيفلت;Tiflet
1649;"85770205";النيف;Alnif
1650;"42811105";للا ميمونة;Lalla Mimouna
1723;"75850703";الكنتور;El Gantour
1724;"44810101";دارالكداري;Dar Gueddari
1725;"22650717";تادرت;Taddart
1726;"74270713";اولاد حسون حمري;Oulad Hassoune Hamri
1999;"102610101";بويزكارن;Bouizakarne
2000;"83631503";أموكر;Amouguer
2001;"72110507";آيت عيسى إححان;Ait Aissi Ihahane
2002;"23810709";حاسي بركان;Hassi Berkane
2003;"35310505";الغوازي;Rhouazi
2004;"92730117";لقليعة;Lqliaa
2005;"95810307";إدا وكوكمار;Ida Ou Gougmar
2006;"44910109";سيدي يحيى الغرب;Sidi Yahya El Gharb
2007;"50810913";إسكسي;Isseksi
2008;"95410941";سيدي أحمد أوعبد الله;Sidi Ahmed Ou Abdallah
2009;"44810501";الحوافات;Al Haouafate
2010;"53010511";لهري;Lehri
2011;"64610905";كدانة;Gdana
2012;"112210301";امكالة;Amgala
2013;"11510607";بني أحمد الغربية;Bni Ahmed Gharbia
